label,side,signal_time,entry_time,exit_time,year,month,pnl_pt,pnl_yen,result
SHORT_5F_ALL,short,2024-06-03 00:00:00,2024-06-03 00:05:00,2024-06-03 00:20:00,2024,6,-62.2,-622,SL
LONG_4,long,2024-07-12 21:40:00,2024-07-12 21:45:00,2024-07-12 21:45:00,2024,7,-62.2,-622,SL
SHORT_5F_ALL,short,2024-07-18 16:30:00,2024-07-18 16:35:00,2024-07-18 17:00:00,2024,7,117.8,1178,TP
SHORT_5F_ALL,short,2024-07-22 09:00:00,2024-07-22 09:05:00,2024-07-22 09:05:00,2024,7,-62.2,-622,SL
LONG_4,long,2024-07-29 16:30:00,2024-07-29 16:35:00,2024-07-29 17:00:00,2024,7,17.8,178,TIME
SHORT_5F_ALL,short,2024-07-31 14:40:00,2024-07-31 14:45:00,2024-07-31 14:45:00,2024,7,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-01 16:35:00,2024-08-01 16:40:00,2024-08-01 16:50:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-01 17:30:00,2024-08-01 17:35:00,2024-08-01 18:00:00,2024,8,27.8,278,TIME
SHORT_5F_ALL,short,2024-08-02 16:45:00,2024-08-02 16:50:00,2024-08-02 16:50:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-05 09:00:00,2024-08-05 09:05:00,2024-08-05 09:10:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-05 09:15:00,2024-08-05 09:20:00,2024-08-05 09:20:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-05 11:30:00,2024-08-05 11:35:00,2024-08-05 11:35:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-05 13:05:00,2024-08-05 13:10:00,2024-08-05 13:10:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-05 13:40:00,2024-08-05 13:45:00,2024-08-05 13:45:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-05 14:00:00,2024-08-05 14:05:00,2024-08-05 14:05:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-05 16:30:00,2024-08-05 16:35:00,2024-08-05 16:40:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-05 22:30:00,2024-08-05 22:35:00,2024-08-05 22:35:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 05:10:00,2024-08-06 05:15:00,2024-08-06 05:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 08:55:00,2024-08-06 09:00:00,2024-08-06 09:05:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 09:15:00,2024-08-06 09:20:00,2024-08-06 09:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 09:50:00,2024-08-06 09:55:00,2024-08-06 09:55:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 09:55:00,2024-08-06 10:00:00,2024-08-06 10:00:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 10:05:00,2024-08-06 10:10:00,2024-08-06 10:10:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 12:30:00,2024-08-06 12:35:00,2024-08-06 12:35:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 12:50:00,2024-08-06 12:55:00,2024-08-06 12:55:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-06 13:45:00,2024-08-06 13:50:00,2024-08-06 13:55:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-06 13:55:00,2024-08-06 14:00:00,2024-08-06 14:00:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 14:35:00,2024-08-06 14:40:00,2024-08-06 14:40:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-06 16:30:00,2024-08-06 16:35:00,2024-08-06 16:35:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-06 17:10:00,2024-08-06 17:15:00,2024-08-06 17:15:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-06 18:20:00,2024-08-06 18:25:00,2024-08-06 18:25:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 19:00:00,2024-08-06 19:05:00,2024-08-06 19:05:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 19:10:00,2024-08-06 19:15:00,2024-08-06 19:15:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 19:15:00,2024-08-06 19:20:00,2024-08-06 19:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-06 20:05:00,2024-08-06 20:10:00,2024-08-06 20:15:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-06 21:20:00,2024-08-06 21:25:00,2024-08-06 21:25:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-06 21:30:00,2024-08-06 21:35:00,2024-08-06 21:40:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 22:05:00,2024-08-06 22:10:00,2024-08-06 22:10:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 22:10:00,2024-08-06 22:15:00,2024-08-06 22:15:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 22:15:00,2024-08-06 22:20:00,2024-08-06 22:20:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 22:40:00,2024-08-06 22:45:00,2024-08-06 22:45:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 22:45:00,2024-08-06 22:50:00,2024-08-06 22:50:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 22:50:00,2024-08-06 22:55:00,2024-08-06 22:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 23:00:00,2024-08-06 23:05:00,2024-08-06 23:05:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 23:05:00,2024-08-06 23:10:00,2024-08-06 23:10:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-06 23:40:00,2024-08-06 23:45:00,2024-08-06 23:45:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-07 08:50:00,2024-08-07 08:55:00,2024-08-07 08:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 09:00:00,2024-08-07 09:05:00,2024-08-07 09:05:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 09:10:00,2024-08-07 09:15:00,2024-08-07 09:15:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 09:15:00,2024-08-07 09:20:00,2024-08-07 09:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 09:35:00,2024-08-07 09:40:00,2024-08-07 09:40:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 09:50:00,2024-08-07 09:55:00,2024-08-07 09:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 09:55:00,2024-08-07 10:00:00,2024-08-07 10:00:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 10:20:00,2024-08-07 10:25:00,2024-08-07 10:25:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 10:25:00,2024-08-07 10:30:00,2024-08-07 10:30:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 10:35:00,2024-08-07 10:40:00,2024-08-07 10:40:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 10:40:00,2024-08-07 10:45:00,2024-08-07 10:45:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 10:45:00,2024-08-07 10:50:00,2024-08-07 10:50:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 10:50:00,2024-08-07 10:55:00,2024-08-07 10:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 10:55:00,2024-08-07 11:00:00,2024-08-07 11:00:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 11:30:00,2024-08-07 11:35:00,2024-08-07 11:35:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 12:10:00,2024-08-07 12:15:00,2024-08-07 12:20:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 13:15:00,2024-08-07 13:20:00,2024-08-07 13:20:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-07 16:30:00,2024-08-07 16:35:00,2024-08-07 16:35:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-07 16:40:00,2024-08-07 16:45:00,2024-08-07 16:45:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-07 17:10:00,2024-08-07 17:15:00,2024-08-07 17:15:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 17:50:00,2024-08-07 17:55:00,2024-08-07 17:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 19:40:00,2024-08-07 19:45:00,2024-08-07 19:55:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 20:30:00,2024-08-07 20:35:00,2024-08-07 20:35:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-07 22:40:00,2024-08-07 22:45:00,2024-08-07 22:45:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 23:10:00,2024-08-07 23:15:00,2024-08-07 23:15:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 23:15:00,2024-08-07 23:20:00,2024-08-07 23:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-07 23:50:00,2024-08-07 23:55:00,2024-08-07 23:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-07 23:55:00,2024-08-08 00:00:00,2024-08-08 00:00:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-08 08:45:00,2024-08-08 08:50:00,2024-08-08 08:50:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 09:00:00,2024-08-08 09:05:00,2024-08-08 09:05:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-08 09:05:00,2024-08-08 09:10:00,2024-08-08 09:10:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-08 09:10:00,2024-08-08 09:15:00,2024-08-08 09:15:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 10:05:00,2024-08-08 10:10:00,2024-08-08 10:10:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 10:15:00,2024-08-08 10:20:00,2024-08-08 10:25:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 11:15:00,2024-08-08 11:20:00,2024-08-08 11:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 11:25:00,2024-08-08 11:30:00,2024-08-08 11:55:00,2024,8,57.8,578,TIME
SHORT_5F_ALL,short,2024-08-08 11:30:00,2024-08-08 11:35:00,2024-08-08 11:40:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 12:30:00,2024-08-08 12:35:00,2024-08-08 12:50:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-08 12:35:00,2024-08-08 12:40:00,2024-08-08 12:40:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-08 16:30:00,2024-08-08 16:35:00,2024-08-08 16:35:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-08 16:50:00,2024-08-08 16:55:00,2024-08-08 16:55:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-08 17:05:00,2024-08-08 17:10:00,2024-08-08 17:10:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-08 18:30:00,2024-08-08 18:35:00,2024-08-08 18:35:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-09 10:40:00,2024-08-09 10:45:00,2024-08-09 10:50:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-09 14:00:00,2024-08-09 14:05:00,2024-08-09 14:05:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-09 14:30:00,2024-08-09 14:35:00,2024-08-09 14:40:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-09 14:35:00,2024-08-09 14:40:00,2024-08-09 14:40:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-09 14:55:00,2024-08-09 15:00:00,2024-08-09 15:00:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-09 21:40:00,2024-08-09 21:45:00,2024-08-09 21:50:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-13 08:45:00,2024-08-13 08:50:00,2024-08-13 08:55:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-13 09:10:00,2024-08-13 09:15:00,2024-08-13 09:15:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-13 09:15:00,2024-08-13 09:20:00,2024-08-13 09:20:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-13 09:55:00,2024-08-13 10:00:00,2024-08-13 10:10:00,2024,8,117.8,1178,TP
LONG_4,long,2024-08-14 11:10:00,2024-08-14 11:15:00,2024-08-14 11:15:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-14 14:45:00,2024-08-14 14:50:00,2024-08-14 15:15:00,2024,8,12.8,128,TIME
SHORT_5F_ALL,short,2024-08-15 09:00:00,2024-08-15 09:05:00,2024-08-15 09:05:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-16 21:40:00,2024-08-16 21:45:00,2024-08-16 21:45:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-19 09:00:00,2024-08-19 09:05:00,2024-08-19 09:05:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-19 16:30:00,2024-08-19 16:35:00,2024-08-19 17:00:00,2024,8,-42.2,-422,TIME
LONG_4,long,2024-08-20 16:30:00,2024-08-20 16:35:00,2024-08-20 16:50:00,2024,8,-62.2,-622,SL
SHORT_5F_ALL,short,2024-08-22 23:00:00,2024-08-22 23:05:00,2024-08-22 23:05:00,2024,8,-62.2,-622,SL
LONG_4,long,2024-08-26 08:45:00,2024-08-26 08:50:00,2024-08-26 09:00:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-08-29 05:40:00,2024-08-29 05:45:00,2024-08-29 08:45:00,2024,8,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-04 10:40:00,2024-09-04 10:45:00,2024-09-04 10:45:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-04 16:45:00,2024-09-04 16:50:00,2024-09-04 17:15:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-05 09:20:00,2024-09-05 09:25:00,2024-09-05 09:25:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-05 09:30:00,2024-09-05 09:35:00,2024-09-05 09:40:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-05 10:45:00,2024-09-05 10:50:00,2024-09-05 10:50:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-06 14:55:00,2024-09-06 15:00:00,2024-09-06 16:30:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-06 16:35:00,2024-09-06 16:40:00,2024-09-06 16:45:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-09 10:50:00,2024-09-09 10:55:00,2024-09-09 11:00:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-09 13:20:00,2024-09-09 13:25:00,2024-09-09 13:25:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-09 13:50:00,2024-09-09 13:55:00,2024-09-09 14:10:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-09 21:25:00,2024-09-09 21:30:00,2024-09-09 21:30:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-09 21:35:00,2024-09-09 21:40:00,2024-09-09 21:40:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-09 22:00:00,2024-09-09 22:05:00,2024-09-09 22:05:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-10 10:00:00,2024-09-10 10:05:00,2024-09-10 10:20:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-10 16:30:00,2024-09-10 16:35:00,2024-09-10 16:50:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-13 16:30:00,2024-09-13 16:35:00,2024-09-13 16:45:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-13 16:35:00,2024-09-13 16:40:00,2024-09-13 17:00:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-19 09:00:00,2024-09-19 09:05:00,2024-09-19 09:05:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-19 09:05:00,2024-09-19 09:10:00,2024-09-19 09:10:00,2024,9,-62.2,-622,SL
LONG_4,long,2024-09-23 16:30:00,2024-09-23 16:35:00,2024-09-23 16:45:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-25 09:10:00,2024-09-25 09:15:00,2024-09-25 09:40:00,2024,9,92.8,928,TIME
SHORT_5F_ALL,short,2024-09-27 14:05:00,2024-09-27 14:10:00,2024-09-27 14:10:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-27 15:05:00,2024-09-27 15:10:00,2024-09-27 16:30:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-30 08:50:00,2024-09-30 08:55:00,2024-09-30 08:55:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-30 09:00:00,2024-09-30 09:05:00,2024-09-30 09:05:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-09-30 09:10:00,2024-09-30 09:15:00,2024-09-30 09:20:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-30 09:15:00,2024-09-30 09:20:00,2024-09-30 09:25:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-30 09:20:00,2024-09-30 09:25:00,2024-09-30 09:25:00,2024,9,117.8,1178,TP
SHORT_5F_ALL,short,2024-09-30 18:20:00,2024-09-30 18:25:00,2024-09-30 18:25:00,2024,9,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-02 09:15:00,2024-10-02 09:20:00,2024-10-02 09:45:00,2024,10,-7.2,-72,TIME
SHORT_5F_ALL,short,2024-10-02 16:30:00,2024-10-02 16:35:00,2024-10-02 16:40:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-03 08:55:00,2024-10-03 09:00:00,2024-10-03 09:00:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-03 09:00:00,2024-10-03 09:05:00,2024-10-03 09:05:00,2024,10,117.8,1178,TP
LONG_4,long,2024-10-04 16:30:00,2024-10-04 16:35:00,2024-10-04 16:35:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-04 23:10:00,2024-10-04 23:15:00,2024-10-04 23:15:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-07 21:30:00,2024-10-07 21:35:00,2024-10-07 21:35:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-08 16:30:00,2024-10-08 16:35:00,2024-10-08 16:35:00,2024,10,117.8,1178,TP
LONG_4,long,2024-10-10 16:30:00,2024-10-10 16:35:00,2024-10-10 17:00:00,2024,10,82.8,828,TIME
LONG_4,long,2024-10-11 21:30:00,2024-10-11 21:35:00,2024-10-11 21:35:00,2024,10,-62.2,-622,SL
LONG_4,long,2024-10-28 08:45:00,2024-10-28 08:50:00,2024-10-28 08:50:00,2024,10,117.8,1178,TP
SHORT_5F_ALL,short,2024-10-28 09:05:00,2024-10-28 09:10:00,2024-10-28 09:10:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-10-28 09:25:00,2024-10-28 09:30:00,2024-10-28 09:30:00,2024,10,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-01 16:40:00,2024-11-01 16:45:00,2024-11-01 17:00:00,2024,11,117.8,1178,TP
SHORT_5F_ALL,short,2024-11-07 00:00:00,2024-11-07 00:05:00,2024-11-07 00:10:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-07 17:05:00,2024-11-07 17:10:00,2024-11-07 17:10:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-08 08:55:00,2024-11-08 09:00:00,2024-11-08 09:00:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-08 09:00:00,2024-11-08 09:05:00,2024-11-08 09:05:00,2024,11,117.8,1178,TP
SHORT_5F_ALL,short,2024-11-11 09:15:00,2024-11-11 09:20:00,2024-11-11 09:45:00,2024,11,72.8,728,TIME
SHORT_5F_ALL,short,2024-11-13 17:00:00,2024-11-13 17:05:00,2024-11-13 17:20:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-18 17:05:00,2024-11-18 17:10:00,2024-11-18 17:15:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-22 09:30:00,2024-11-22 09:35:00,2024-11-22 09:50:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-25 08:55:00,2024-11-25 09:00:00,2024-11-25 09:00:00,2024,11,-62.2,-622,SL
LONG_4,long,2024-11-25 17:00:00,2024-11-25 17:05:00,2024-11-25 17:15:00,2024,11,-62.2,-622,SL
LONG_4,long,2024-11-26 08:50:00,2024-11-26 08:55:00,2024-11-26 09:00:00,2024,11,-62.2,-622,SL
SHORT_5F_ALL,short,2024-11-27 17:00:00,2024-11-27 17:05:00,2024-11-27 17:30:00,2024,11,57.8,578,TIME
SHORT_5F_ALL,short,2024-12-02 13:05:00,2024-12-02 13:10:00,2024-12-02 13:35:00,2024,12,-17.2,-172,TIME
SHORT_5F_ALL,short,2024-12-30 00:00:00,2024-12-30 00:05:00,2024-12-30 00:30:00,2024,12,77.8,778,TIME
SHORT_5F_ALL,short,2024-12-30 17:00:00,2024-12-30 17:05:00,2024-12-30 17:15:00,2024,12,-62.2,-622,SL
SHORT_5F_ALL,short,2025-01-16 09:30:00,2025-01-16 09:35:00,2025-01-16 09:50:00,2025,1,117.8,1178,TP
SHORT_5F_ALL,short,2025-01-27 00:00:00,2025-01-27 00:05:00,2025-01-27 00:30:00,2025,1,17.8,178,TIME
SHORT_5F_ALL,short,2025-01-28 17:05:00,2025-01-28 17:10:00,2025-01-28 17:20:00,2025,1,117.8,1178,TP
SHORT_5F_ALL,short,2025-02-04 09:00:00,2025-02-04 09:05:00,2025-02-04 09:30:00,2025,2,-7.2,-72,TIME
LONG_4,long,2025-02-04 14:05:00,2025-02-04 14:10:00,2025-02-04 14:10:00,2025,2,117.8,1178,TP
SHORT_5F_ALL,short,2025-02-10 09:00:00,2025-02-10 09:05:00,2025-02-10 09:10:00,2025,2,-62.2,-622,SL
SHORT_5F_ALL,short,2025-02-27 09:00:00,2025-02-27 09:05:00,2025-02-27 09:30:00,2025,2,72.8,728,TIME
SHORT_5F_ALL,short,2025-03-04 00:00:00,2025-03-04 00:05:00,2025-03-04 00:15:00,2025,3,117.8,1178,TP
LONG_4,long,2025-03-04 05:10:00,2025-03-04 05:15:00,2025-03-04 05:20:00,2025,3,-62.2,-622,SL
LONG_4,long,2025-03-05 05:50:00,2025-03-05 05:55:00,2025-03-05 08:45:00,2025,3,117.8,1178,TP
SHORT_5F_ALL,short,2025-03-07 17:00:00,2025-03-07 17:05:00,2025-03-07 17:30:00,2025,3,62.8,628,TIME
LONG_4,long,2025-03-10 17:00:00,2025-03-10 17:05:00,2025-03-10 17:10:00,2025,3,-62.2,-622,SL
LONG_4,long,2025-03-10 22:55:00,2025-03-10 23:00:00,2025-03-10 23:10:00,2025,3,-62.2,-622,SL
SHORT_5F_ALL,short,2025-03-10 23:55:00,2025-03-11 00:00:00,2025-03-11 00:00:00,2025,3,-62.2,-622,SL
SHORT_5F_ALL,short,2025-03-11 17:00:00,2025-03-11 17:05:00,2025-03-11 17:30:00,2025,3,77.8,778,TIME
LONG_4,long,2025-03-14 09:00:00,2025-03-14 09:05:00,2025-03-14 09:10:00,2025,3,117.8,1178,TP
SHORT_5F_ALL,short,2025-03-18 22:45:00,2025-03-18 22:50:00,2025-03-18 23:15:00,2025,3,-17.2,-172,TIME
SHORT_5F_ALL,short,2025-04-03 05:10:00,2025-04-03 05:15:00,2025-04-03 05:15:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-03 05:15:00,2025-04-03 05:20:00,2025-04-03 05:20:00,2025,4,117.8,1178,TP
LONG_4,long,2025-04-03 05:35:00,2025-04-03 05:40:00,2025-04-03 05:40:00,2025,4,-62.2,-622,SL
LONG_4,long,2025-04-03 05:40:00,2025-04-03 05:45:00,2025-04-03 05:50:00,2025,4,-62.2,-622,SL
LONG_4,long,2025-04-03 08:45:00,2025-04-03 08:50:00,2025-04-03 08:50:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-03 09:25:00,2025-04-03 09:30:00,2025-04-03 09:30:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-03 09:30:00,2025-04-03 09:35:00,2025-04-03 09:35:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-03 10:50:00,2025-04-03 10:55:00,2025-04-03 11:00:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-03 17:00:00,2025-04-03 17:05:00,2025-04-03 17:30:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-04 08:50:00,2025-04-04 08:55:00,2025-04-04 08:55:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-04 09:15:00,2025-04-04 09:20:00,2025-04-04 09:25:00,2025,4,117.8,1178,TP
SHORT_5F_ALL,short,2025-04-04 14:30:00,2025-04-04 14:35:00,2025-04-04 14:35:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-04 22:40:00,2025-04-04 22:45:00,2025-04-04 22:55:00,2025,4,117.8,1178,TP
LONG_4,long,2025-04-07 09:00:00,2025-04-07 09:05:00,2025-04-07 09:05:00,2025,4,117.8,1178,TP
LONG_4,long,2025-04-07 09:10:00,2025-04-07 09:15:00,2025-04-07 09:15:00,2025,4,117.8,1178,TP
LONG_4,long,2025-04-07 09:45:00,2025-04-07 09:50:00,2025-04-07 09:50:00,2025,4,117.8,1178,TP
SHORT_5F_ALL,short,2025-04-07 10:00:00,2025-04-07 10:05:00,2025-04-07 10:05:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-07 10:15:00,2025-04-07 10:20:00,2025-04-07 10:20:00,2025,4,-62.2,-622,SL
SHORT_5F_ALL,short,2025-04-07 10:20:00,2025-04-07 10:25:00,2025-04-07 10:25:00,2025,4,117.8,1178,TP
SHORT_5F_ALL,short,2025-04-07 10:55:00,2025-04-07 11:00:00,2025-04-07 11:00:00,2025,4,-62.2,-622,SL
